"data_as_of","death_year","death_month","jurisdiction_occurrence","drug_involved","time_period","month_ending_date","drug_overdose_deaths","footnote"
"01/04/2026","2020","4","Region 4","Heroin","12 month-ending","04/30/2020","2,665",
"01/04/2026","2020","5","Region 4","Heroin","12 month-ending","05/31/2020","2,788",
"01/04/2026","2020","6","Region 4","Heroin","12 month-ending","06/30/2020","2,808",
"01/04/2026","2020","7","Region 4","Heroin","12 month-ending","07/31/2020","2,830",
"01/04/2026","2020","8","Region 4","Heroin","12 month-ending","08/31/2020","2,821",
"01/04/2026","2020","9","Region 4","Heroin","12 month-ending","09/30/2020","2,786",
"01/04/2026","2020","10","Region 4","Heroin","12 month-ending","10/31/2020","2,711",
"01/04/2026","2020","11","Region 4","Heroin","12 month-ending","11/30/2020","2,633",
"01/04/2026","2020","12","Region 4","Heroin","12 month-ending","12/31/2020","2,592",
"01/04/2026","2021","1","Region 4","Heroin","12 month-ending","01/31/2021","2,558",
"01/04/2026","2021","2","Region 4","Heroin","12 month-ending","02/28/2021","2,477",
"01/04/2026","2021","3","Region 4","Heroin","12 month-ending","03/31/2021","2,388",
"01/04/2026","2021","4","Region 4","Heroin","12 month-ending","04/30/2021","2,311",
"01/04/2026","2021","5","Region 4","Heroin","12 month-ending","05/31/2021","2,119",
"01/04/2026","2021","6","Region 4","Heroin","12 month-ending","06/30/2021","1,986",
"01/04/2026","2021","7","Region 4","Heroin","12 month-ending","07/31/2021","1,884",
"01/04/2026","2021","8","Region 4","Heroin","12 month-ending","08/31/2021","1,769",
"01/04/2026","2021","9","Region 4","Heroin","12 month-ending","09/30/2021","1,691",
"01/04/2026","2021","10","Region 4","Heroin","12 month-ending","10/31/2021","1,657",
"01/04/2026","2021","11","Region 4","Heroin","12 month-ending","11/30/2021","1,596",
"01/04/2026","2021","12","Region 4","Heroin","12 month-ending","12/31/2021","1,526",
"01/04/2026","2022","1","Region 4","Heroin","12 month-ending","01/31/2022","1,438",
"01/04/2026","2022","2","Region 4","Heroin","12 month-ending","02/28/2022","1,373",
"01/04/2026","2022","3","Region 4","Heroin","12 month-ending","03/31/2022","1,275",
"01/04/2026","2022","4","Region 4","Heroin","12 month-ending","04/30/2022","1,153",
"01/04/2026","2022","5","Region 4","Heroin","12 month-ending","05/31/2022","1,071",
"01/04/2026","2022","6","Region 4","Heroin","12 month-ending","06/30/2022","1,019",
"01/04/2026","2022","7","Region 4","Heroin","12 month-ending","07/31/2022","952",
"01/04/2026","2022","8","Region 4","Heroin","12 month-ending","08/31/2022","912",
"01/04/2026","2022","9","Region 4","Heroin","12 month-ending","09/30/2022","861",
"01/04/2026","2022","10","Region 4","Heroin","12 month-ending","10/31/2022","796",
"01/04/2026","2022","11","Region 4","Heroin","12 month-ending","11/30/2022","741",
"01/04/2026","2022","12","Region 4","Heroin","12 month-ending","12/31/2022","707",
"01/04/2026","2023","1","Region 4","Heroin","12 month-ending","01/31/2023","669",
"01/04/2026","2023","2","Region 4","Heroin","12 month-ending","02/28/2023","632",
"01/04/2026","2023","3","Region 4","Heroin","12 month-ending","03/31/2023","598",
"01/04/2026","2023","4","Region 4","Heroin","12 month-ending","04/30/2023","562",
"01/04/2026","2023","5","Region 4","Heroin","12 month-ending","05/31/2023","545",
"01/04/2026","2023","6","Region 4","Heroin","12 month-ending","06/30/2023","524",
"01/04/2026","2023","7","Region 4","Heroin","12 month-ending","07/31/2023","507",
"01/04/2026","2023","8","Region 4","Heroin","12 month-ending","08/31/2023","474",
"01/04/2026","2023","9","Region 4","Heroin","12 month-ending","09/30/2023","456",
"01/04/2026","2023","10","Region 4","Heroin","12 month-ending","10/31/2023","436",
"01/04/2026","2023","11","Region 4","Heroin","12 month-ending","11/30/2023","422",
"01/04/2026","2023","12","Region 4","Heroin","12 month-ending","12/31/2023","397",
"01/04/2026","2024","1","Region 4","Heroin","12 month-ending","01/31/2024","375",
"01/04/2026","2024","2","Region 4","Heroin","12 month-ending","02/29/2024","362",
"01/04/2026","2024","3","Region 4","Heroin","12 month-ending","03/31/2024","343",
"01/04/2026","2024","4","Region 4","Heroin","12 month-ending","04/30/2024","340",
"01/04/2026","2024","5","Region 4","Heroin","12 month-ending","05/31/2024","323",
"01/04/2026","2024","6","Region 4","Heroin","12 month-ending","06/30/2024","306",
"01/04/2026","2024","7","Region 4","Heroin","12 month-ending","07/31/2024","292",
"01/04/2026","2024","8","Region 4","Heroin","12 month-ending","08/31/2024","271",
"01/04/2026","2024","9","Region 4","Heroin","12 month-ending","09/30/2024","254",
"01/04/2026","2024","10","Region 4","Heroin","12 month-ending","10/31/2024","256",
"01/04/2026","2024","11","Region 4","Heroin","12 month-ending","11/30/2024","258",
"01/04/2026","2024","12","Region 4","Heroin","12 month-ending","12/31/2024","247",
"01/04/2026","2025","1","Region 4","Heroin","12 month-ending","01/31/2025","234",
"01/04/2026","2025","2","Region 4","Heroin","12 month-ending","02/28/2025","221",
"01/04/2026","2025","3","Region 4","Heroin","12 month-ending","03/31/2025","228",
"01/04/2026","2025","4","Region 4","Heroin","12 month-ending","04/30/2025","218",
"01/04/2026","2025","5","Region 4","Heroin","12 month-ending","05/31/2025","213",
"01/04/2026","2025","6","Region 4","Heroin","12 month-ending","06/30/2025","201",
"01/04/2026","2019","1","Region 5","Heroin","12 month-ending","01/31/2019","3,269",
"01/04/2026","2019","2","Region 5","Heroin","12 month-ending","02/28/2019","3,213",
"01/04/2026","2019","3","Region 5","Heroin","12 month-ending","03/31/2019","3,162",
"01/04/2026","2019","4","Region 5","Heroin","12 month-ending","04/30/2019","3,151",
"01/04/2026","2019","5","Region 5","Heroin","12 month-ending","05/31/2019","3,140",
"01/04/2026","2019","6","Region 5","Heroin","12 month-ending","06/30/2019","3,099",
"01/04/2026","2019","7","Region 5","Heroin","12 month-ending","07/31/2019","3,027",
"01/04/2026","2019","8","Region 5","Heroin","12 month-ending","08/31/2019","2,984",
"01/04/2026","2019","9","Region 5","Heroin","12 month-ending","09/30/2019","2,938",
"01/04/2026","2019","10","Region 5","Heroin","12 month-ending","10/31/2019","2,856",
"01/04/2026","2019","11","Region 5","Heroin","12 month-ending","11/30/2019","2,870",
"01/04/2026","2019","12","Region 5","Heroin","12 month-ending","12/31/2019","2,831",
"01/04/2026","2020","1","Region 5","Heroin","12 month-ending","01/31/2020","2,778",
"01/04/2026","2020","2","Region 5","Heroin","12 month-ending","02/29/2020","2,778",
"01/04/2026","2020","3","Region 5","Heroin","12 month-ending","03/31/2020","2,743",
"01/04/2026","2020","4","Region 5","Heroin","12 month-ending","04/30/2020","2,769",
"01/04/2026","2020","5","Region 5","Heroin","12 month-ending","05/31/2020","2,837",
"01/04/2026","2020","6","Region 5","Heroin","12 month-ending","06/30/2020","2,862",
"01/04/2026","2020","7","Region 5","Heroin","12 month-ending","07/31/2020","2,838",
"01/04/2026","2020","8","Region 5","Heroin","12 month-ending","08/31/2020","2,777",
"01/04/2026","2020","9","Region 5","Heroin","12 month-ending","09/30/2020","2,697",
"01/04/2026","2020","10","Region 5","Heroin","12 month-ending","10/31/2020","2,620",
"01/04/2026","2020","11","Region 5","Heroin","12 month-ending","11/30/2020","2,542",
"01/04/2026","2020","12","Region 5","Heroin","12 month-ending","12/31/2020","2,481",
"01/04/2026","2021","1","Region 5","Heroin","12 month-ending","01/31/2021","2,393",
"01/04/2026","2021","2","Region 5","Heroin","12 month-ending","02/28/2021","2,290",
"01/04/2026","2021","3","Region 5","Heroin","12 month-ending","03/31/2021","2,257",
"01/04/2026","2021","4","Region 5","Heroin","12 month-ending","04/30/2021","2,149",
"01/04/2026","2021","5","Region 5","Heroin","12 month-ending","05/31/2021","1,948",
"01/04/2026","2021","6","Region 5","Heroin","12 month-ending","06/30/2021","1,837",
"01/04/2026","2021","7","Region 5","Heroin","12 month-ending","07/31/2021","1,799",
"01/04/2026","2021","8","Region 5","Heroin","12 month-ending","08/31/2021","1,767",
"01/04/2026","2021","9","Region 5","Heroin","12 month-ending","09/30/2021","1,721",
"01/04/2026","2021","10","Region 5","Heroin","12 month-ending","10/31/2021","1,688",
"01/04/2026","2021","11","Region 5","Heroin","12 month-ending","11/30/2021","1,616",
"01/04/2026","2021","12","Region 5","Heroin","12 month-ending","12/31/2021","1,547",
"01/04/2026","2022","1","Region 5","Heroin","12 month-ending","01/31/2022","1,554",
"01/04/2026","2022","2","Region 5","Heroin","12 month-ending","02/28/2022","1,525",
"01/04/2026","2022","3","Region 5","Heroin","12 month-ending","03/31/2022","1,436",
"01/04/2026","2022","4","Region 5","Heroin","12 month-ending","04/30/2022","1,394",
"01/04/2026","2022","5","Region 5","Heroin","12 month-ending","05/31/2022","1,346",
"01/04/2026","2022","6","Region 5","Heroin","12 month-ending","06/30/2022","1,307",
"01/04/2026","2022","7","Region 5","Heroin","12 month-ending","07/31/2022","1,222",
"01/04/2026","2022","8","Region 5","Heroin","12 month-ending","08/31/2022","1,143",
"01/04/2026","2022","9","Region 5","Heroin","12 month-ending","09/30/2022","1,123",
"01/04/2026","2022","10","Region 5","Heroin","12 month-ending","10/31/2022","1,089",
"01/04/2026","2022","11","Region 5","Heroin","12 month-ending","11/30/2022","1,075",
"01/04/2026","2022","12","Region 5","Heroin","12 month-ending","12/31/2022","1,057",
"01/04/2026","2023","1","Region 5","Heroin","12 month-ending","01/31/2023","984",
"01/04/2026","2023","2","Region 5","Heroin","12 month-ending","02/28/2023","978",
"01/04/2026","2023","3","Region 5","Heroin","12 month-ending","03/31/2023","960",
"01/04/2026","2023","4","Region 5","Heroin","12 month-ending","04/30/2023","931",
"01/04/2026","2023","5","Region 5","Heroin","12 month-ending","05/31/2023","923",
"01/04/2026","2023","6","Region 5","Heroin","12 month-ending","06/30/2023","928",
"01/04/2026","2023","7","Region 5","Heroin","12 month-ending","07/31/2023","906",
"01/04/2026","2023","8","Region 5","Heroin","12 month-ending","08/31/2023","901",
"01/04/2026","2023","9","Region 5","Heroin","12 month-ending","09/30/2023","892",
"01/04/2026","2023","10","Region 5","Heroin","12 month-ending","10/31/2023","878",
"01/04/2026","2023","11","Region 5","Heroin","12 month-ending","11/30/2023","859",
"01/04/2026","2023","12","Region 5","Heroin","12 month-ending","12/31/2023","840",
"01/04/2026","2024","1","Region 5","Heroin","12 month-ending","01/31/2024","828",
"01/04/2026","2024","2","Region 5","Heroin","12 month-ending","02/29/2024","812",
"01/04/2026","2024","3","Region 5","Heroin","12 month-ending","03/31/2024","790",
"01/04/2026","2024","4","Region 5","Heroin","12 month-ending","04/30/2024","783",
"01/04/2026","2024","5","Region 5","Heroin","12 month-ending","05/31/2024","762",
"01/04/2026","2024","6","Region 5","Heroin","12 month-ending","06/30/2024","719",
"01/04/2026","2024","7","Region 5","Heroin","12 month-ending","07/31/2024","736",
"01/04/2026","2024","8","Region 5","Heroin","12 month-ending","08/31/2024","722",
"01/04/2026","2024","9","Region 5","Heroin","12 month-ending","09/30/2024","694",
"01/04/2026","2024","10","Region 5","Heroin","12 month-ending","10/31/2024","673",
"01/04/2026","2024","11","Region 5","Heroin","12 month-ending","11/30/2024","670",
"01/04/2026","2024","12","Region 5","Heroin","12 month-ending","12/31/2024","647",
"01/04/2026","2025","1","Region 5","Heroin","12 month-ending","01/31/2025","643",
"01/04/2026","2025","2","Region 5","Heroin","12 month-ending","02/28/2025","627",
"01/04/2026","2025","3","Region 5","Heroin","12 month-ending","03/31/2025","617",
"01/04/2026","2025","4","Region 5","Heroin","12 month-ending","04/30/2025","589",
"01/04/2026","2025","5","Region 5","Heroin","12 month-ending","05/31/2025","573",
"01/04/2026","2025","6","Region 5","Heroin","12 month-ending","06/30/2025","555",
"01/04/2026","2019","1","Region 6","Heroin","12 month-ending","01/31/2019","1,088",
"01/04/2026","2019","2","Region 6","Heroin","12 month-ending","02/28/2019","1,090",
"01/04/2026","2019","3","Region 6","Heroin","12 month-ending","03/31/2019","1,110",
"01/04/2026","2019","4","Region 6","Heroin","12 month-ending","04/30/2019","1,125",
"01/04/2026","2019","5","Region 6","Heroin","12 month-ending","05/31/2019","1,147",
"01/04/2026","2019","6","Region 6","Heroin","12 month-ending","06/30/2019","1,149",
"01/04/2026","2019","7","Region 6","Heroin","12 month-ending","07/31/2019","1,168",
"01/04/2026","2019","8","Region 6","Heroin","12 month-ending","08/31/2019","1,174",
"01/04/2026","2019","9","Region 6","Heroin","12 month-ending","09/30/2019","1,172",
"01/04/2026","2019","10","Region 6","Heroin","12 month-ending","10/31/2019","1,206",
"01/04/2026","2019","11","Region 6","Heroin","12 month-ending","11/30/2019","1,236",
"01/04/2026","2019","12","Region 6","Heroin","12 month-ending","12/31/2019","1,256",
"01/04/2026","2020","1","Region 6","Heroin","12 month-ending","01/31/2020","1,289",
"01/04/2026","2020","2","Region 6","Heroin","12 month-ending","02/29/2020","1,312",
"01/04/2026","2020","3","Region 6","Heroin","12 month-ending","03/31/2020","1,319",
"01/04/2026","2020","4","Region 6","Heroin","12 month-ending","04/30/2020","1,340",
"01/04/2026","2020","5","Region 6","Heroin","12 month-ending","05/31/2020","1,357",
"01/04/2026","2020","6","Region 6","Heroin","12 month-ending","06/30/2020","1,381",
"01/04/2026","2020","7","Region 6","Heroin","12 month-ending","07/31/2020","1,403",
"01/04/2026","2020","8","Region 6","Heroin","12 month-ending","08/31/2020","1,410",
"01/04/2026","2020","9","Region 6","Heroin","12 month-ending","09/30/2020","1,415",
"01/04/2026","2020","10","Region 6","Heroin","12 month-ending","10/31/2020","1,389",
"01/04/2026","2020","11","Region 6","Heroin","12 month-ending","11/30/2020","1,366",
"01/04/2026","2020","12","Region 6","Heroin","12 month-ending","12/31/2020","1,365",
"01/04/2026","2021","1","Region 6","Heroin","12 month-ending","01/31/2021","1,333",
"01/04/2026","2021","2","Region 6","Heroin","12 month-ending","02/28/2021","1,323",
"01/04/2026","2021","3","Region 6","Heroin","12 month-ending","03/31/2021","1,341",
"01/04/2026","2021","4","Region 6","Heroin","12 month-ending","04/30/2021","1,326",
"01/04/2026","2021","5","Region 6","Heroin","12 month-ending","05/31/2021","1,303",
"01/04/2026","2021","6","Region 6","Heroin","12 month-ending","06/30/2021","1,262",
"01/04/2026","2021","7","Region 6","Heroin","12 month-ending","07/31/2021","1,234",
"01/04/2026","2021","8","Region 6","Heroin","12 month-ending","08/31/2021","1,226",
"01/04/2026","2021","9","Region 6","Heroin","12 month-ending","09/30/2021","1,209",
"01/04/2026","2021","10","Region 6","Heroin","12 month-ending","10/31/2021","1,189",
"01/04/2026","2021","11","Region 6","Heroin","12 month-ending","11/30/2021","1,167",
"01/04/2026","2021","12","Region 6","Heroin","12 month-ending","12/31/2021","1,137",
"01/04/2026","2022","1","Region 6","Heroin","12 month-ending","01/31/2022","1,104",
"01/04/2026","2022","2","Region 6","Heroin","12 month-ending","02/28/2022","1,074",
"01/04/2026","2022","3","Region 6","Heroin","12 month-ending","03/31/2022","1,013",
"01/04/2026","2022","4","Region 6","Heroin","12 month-ending","04/30/2022","971",
"01/04/2026","2022","5","Region 6","Heroin","12 month-ending","05/31/2022","931",
"01/04/2026","2022","6","Region 6","Heroin","12 month-ending","06/30/2022","904",
"01/04/2026","2022","7","Region 6","Heroin","12 month-ending","07/31/2022","866",
"01/04/2026","2022","8","Region 6","Heroin","12 month-ending","08/31/2022","808",
"01/04/2026","2022","9","Region 6","Heroin","12 month-ending","09/30/2022","773",
"01/04/2026","2022","10","Region 6","Heroin","12 month-ending","10/31/2022","756",
"01/04/2026","2022","11","Region 6","Heroin","12 month-ending","11/30/2022","735",
"01/04/2026","2022","12","Region 6","Heroin","12 month-ending","12/31/2022","723",
"01/04/2026","2023","1","Region 6","Heroin","12 month-ending","01/31/2023","718",
"01/04/2026","2023","2","Region 6","Heroin","12 month-ending","02/28/2023","714",
"01/04/2026","2023","3","Region 6","Heroin","12 month-ending","03/31/2023","698",
"01/04/2026","2023","4","Region 6","Heroin","12 month-ending","04/30/2023","700",
"01/04/2026","2023","5","Region 6","Heroin","12 month-ending","05/31/2023","673",
"01/04/2026","2023","6","Region 6","Heroin","12 month-ending","06/30/2023","660",
"01/04/2026","2023","7","Region 6","Heroin","12 month-ending","07/31/2023","630",
"01/04/2026","2023","8","Region 6","Heroin","12 month-ending","08/31/2023","625",
"01/04/2026","2023","9","Region 6","Heroin","12 month-ending","09/30/2023","617",
"01/04/2026","2023","10","Region 6","Heroin","12 month-ending","10/31/2023","596",
"01/04/2026","2023","11","Region 6","Heroin","12 month-ending","11/30/2023","572",
"01/04/2026","2023","12","Region 6","Heroin","12 month-ending","12/31/2023","548",
